url,type,inlink_instances,unique_source_pages
https://palworld-chi.vercel.app/en/pal/astralym/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/azurmane,pal,2,2
https://palworld-chi.vercel.app/en/pal/azurmane/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/azurmane/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/azurobe,pal,2,2
https://palworld-chi.vercel.app/en/pal/azurobe/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/azurobe/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/azurobe-cryst,pal,2,2
https://palworld-chi.vercel.app/en/pal/azurobe-cryst/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/azurobe-cryst/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bakemi,pal,2,2
https://palworld-chi.vercel.app/en/pal/bakemi/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bakemi/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bastigor,pal,2,2
https://palworld-chi.vercel.app/en/pal/bastigor/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bastigor/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/beakon,pal,2,2
https://palworld-chi.vercel.app/en/pal/beakon/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/beakon/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/beakon-cryst,pal,2,2
https://palworld-chi.vercel.app/en/pal/beakon-cryst/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/beakon-cryst/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/beegarde,pal,2,2
https://palworld-chi.vercel.app/en/pal/beegarde/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/beegarde/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir,pal,3,3
https://palworld-chi.vercel.app/en/pal/bellanoir/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir-libero,pal,2,2
https://palworld-chi.vercel.app/en/pal/bellanoir-libero/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir-libero/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/blazamut,pal,2,2
https://palworld-chi.vercel.app/en/pal/blazamut/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/blazamut/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/blazamut-ryu,pal,2,2
https://palworld-chi.vercel.app/en/pal/blazamut-ryu/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/blazamut-ryu/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl,pal,2,2
https://palworld-chi.vercel.app/en/pal/blazehowl/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/blazehowl-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/braloha,pal,2,2
https://palworld-chi.vercel.app/en/pal/braloha/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/braloha/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bristla,pal,2,2
https://palworld-chi.vercel.app/en/pal/bristla/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bristla/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/broncherry,pal,2,2
https://palworld-chi.vercel.app/en/pal/broncherry/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/broncherry/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/broncherry-aqua,pal,2,2
https://palworld-chi.vercel.app/en/pal/broncherry-aqua/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/broncherry-aqua/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bulldosu,pal,2,2
https://palworld-chi.vercel.app/en/pal/bulldosu/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bulldosu/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bushi,pal,2,2
https://palworld-chi.vercel.app/en/pal/bushi/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bushi/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/bushi-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/bushi-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/bushi-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/caprity,pal,2,2
https://palworld-chi.vercel.app/en/pal/caprity/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/caprity/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/caprity-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/caprity-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/caprity-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/carnibora,pal,2,2
https://palworld-chi.vercel.app/en/pal/carnibora/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/carnibora/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/cattiva,pal,2,2
https://palworld-chi.vercel.app/en/pal/cattiva/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/cattiva/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/cawgnito,pal,2,2
https://palworld-chi.vercel.app/en/pal/cawgnito/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/cawgnito/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/celaray,pal,2,2
https://palworld-chi.vercel.app/en/pal/celaray/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/celaray/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/celaray-lux,pal,2,2
https://palworld-chi.vercel.app/en/pal/celaray-lux/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/celaray-lux/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/celesdir,pal,2,2
https://palworld-chi.vercel.app/en/pal/celesdir/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/celesdir/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/celesdir-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/celesdir-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/celesdir-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/chikipi,pal,2,2
https://palworld-chi.vercel.app/en/pal/chikipi/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/chikipi/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/chillet,pal,2,2
https://palworld-chi.vercel.app/en/pal/chillet/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/chillet/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/chillet-ignis,pal,2,2
https://palworld-chi.vercel.app/en/pal/chillet-ignis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/chillet-ignis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/cinnamoth,pal,2,2
https://palworld-chi.vercel.app/en/pal/cinnamoth/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/cinnamoth/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/clovee,pal,2,2
https://palworld-chi.vercel.app/en/pal/clovee/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/clovee/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/cremis,pal,2,2
https://palworld-chi.vercel.app/en/pal/cremis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/cremis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/croajiro,pal,2,2
https://palworld-chi.vercel.app/en/pal/croajiro/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/croajiro/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/croajiro-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/croajiro-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/croajiro-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx,pal,2,2
https://palworld-chi.vercel.app/en/pal/cryolinx/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx-terra,pal,2,2
https://palworld-chi.vercel.app/en/pal/cryolinx-terra/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx-terra/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/daedream,pal,2,2
https://palworld-chi.vercel.app/en/pal/daedream/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/daedream/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dandilord,pal,2,2
https://palworld-chi.vercel.app/en/pal/dandilord/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dandilord/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dazemu,pal,2,2
https://palworld-chi.vercel.app/en/pal/dazemu/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dazemu/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dazzi,pal,2,2
https://palworld-chi.vercel.app/en/pal/dazzi/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dazzi/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dazzi-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/dazzi-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dazzi-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/depresso,pal,2,2
https://palworld-chi.vercel.app/en/pal/depresso/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/depresso/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/digtoise,pal,2,2
https://palworld-chi.vercel.app/en/pal/digtoise/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/digtoise/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dinossom,pal,2,2
https://palworld-chi.vercel.app/en/pal/dinossom/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dinossom/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dinossom-lux,pal,2,2
https://palworld-chi.vercel.app/en/pal/dinossom-lux/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dinossom-lux/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/direhowl,pal,2,2
https://palworld-chi.vercel.app/en/pal/direhowl/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/direhowl/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dogen,pal,2,2
https://palworld-chi.vercel.app/en/pal/dogen/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dogen/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dualith,pal,2,2
https://palworld-chi.vercel.app/en/pal/dualith/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dualith/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dualith-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/dualith-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dualith-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dumud,pal,2,2
https://palworld-chi.vercel.app/en/pal/dumud/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dumud/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dumud-gild,pal,2,2
https://palworld-chi.vercel.app/en/pal/dumud-gild/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dumud-gild/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dupin,pal,2,2
https://palworld-chi.vercel.app/en/pal/dupin/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dupin/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/dynamoff,pal,2,2
https://palworld-chi.vercel.app/en/pal/dynamoff/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/dynamoff/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/eidrolon,pal,2,2
https://palworld-chi.vercel.app/en/pal/eidrolon/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/eidrolon/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/eidrolon-ignis,pal,2,2
https://palworld-chi.vercel.app/en/pal/eidrolon-ignis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/eidrolon-ignis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/eikthyrdeer,pal,2,2
https://palworld-chi.vercel.app/en/pal/eikthyrdeer/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/eikthyrdeer/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/eikthyrdeer-terra,pal,2,2
https://palworld-chi.vercel.app/en/pal/eikthyrdeer-terra/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/eikthyrdeer-terra/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/elgrove,pal,2,2
https://palworld-chi.vercel.app/en/pal/elgrove/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/elgrove/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/elgrove-cryst,pal,2,2
https://palworld-chi.vercel.app/en/pal/elgrove-cryst/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/elgrove-cryst/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/elizabee,pal,2,2
https://palworld-chi.vercel.app/en/pal/elizabee/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/elizabee/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/elphidran,pal,2,2
https://palworld-chi.vercel.app/en/pal/elphidran/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/elphidran/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/elphidran-aqua,pal,2,2
https://palworld-chi.vercel.app/en/pal/elphidran-aqua/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/elphidran-aqua/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/faleris,pal,2,2
https://palworld-chi.vercel.app/en/pal/faleris/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/faleris/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/faleris-aqua,pal,2,2
https://palworld-chi.vercel.app/en/pal/faleris-aqua/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/faleris-aqua/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/felbat,pal,2,2
https://palworld-chi.vercel.app/en/pal/felbat/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/felbat/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/fenglope,pal,2,2
https://palworld-chi.vercel.app/en/pal/fenglope/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/fenglope/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/fenglope-lux,pal,2,2
https://palworld-chi.vercel.app/en/pal/fenglope-lux/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/fenglope-lux/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/finsider,pal,2,2
https://palworld-chi.vercel.app/en/pal/finsider/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/finsider/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/finsider-ignis,pal,2,2
https://palworld-chi.vercel.app/en/pal/finsider-ignis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/finsider-ignis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/flambelle,pal,2,2
https://palworld-chi.vercel.app/en/pal/flambelle/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/flambelle/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/flaracle,pal,2,2
https://palworld-chi.vercel.app/en/pal/flaracle/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/flaracle/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/flopie,pal,2,2
https://palworld-chi.vercel.app/en/pal/flopie/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/flopie/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/foxcicle,pal,2,2
https://palworld-chi.vercel.app/en/pal/foxcicle/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/foxcicle/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/foxparks,pal,2,2
https://palworld-chi.vercel.app/en/pal/foxparks/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/foxparks/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/foxparks-cryst,pal,2,2
https://palworld-chi.vercel.app/en/pal/foxparks-cryst/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/foxparks-cryst/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/frostallion,pal,3,3
https://palworld-chi.vercel.app/en/pal/frostallion/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/frostallion/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/frostallion-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/frostallion-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/frostallion-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/frostplume,pal,2,2
https://palworld-chi.vercel.app/en/pal/frostplume/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/frostplume/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/fuack,pal,2,2
https://palworld-chi.vercel.app/en/pal/fuack/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/fuack/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/fuack-ignis,pal,2,2
https://palworld-chi.vercel.app/en/pal/fuack-ignis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/fuack-ignis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/fuddler,pal,2,2
https://palworld-chi.vercel.app/en/pal/fuddler/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/fuddler/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/galeclaw,pal,2,2
https://palworld-chi.vercel.app/en/pal/galeclaw/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/galeclaw/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/ghangler,pal,2,2
https://palworld-chi.vercel.app/en/pal/ghangler/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/ghangler/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/ghangler-ignis,pal,2,2
https://palworld-chi.vercel.app/en/pal/ghangler-ignis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/ghangler-ignis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gildane,pal,2,2
https://palworld-chi.vercel.app/en/pal/gildane/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gildane/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gildra,pal,2,2
https://palworld-chi.vercel.app/en/pal/gildra/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gildra/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gloopie,pal,2,2
https://palworld-chi.vercel.app/en/pal/gloopie/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gloopie/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gloopie-primo,pal,2,2
https://palworld-chi.vercel.app/en/pal/gloopie-primo/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gloopie-primo/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gobfin,pal,2,2
https://palworld-chi.vercel.app/en/pal/gobfin/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gobfin/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gobfin-ignis,pal,2,2
https://palworld-chi.vercel.app/en/pal/gobfin-ignis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gobfin-ignis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gorirat,pal,2,2
https://palworld-chi.vercel.app/en/pal/gorirat/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gorirat/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gorirat-terra,pal,2,2
https://palworld-chi.vercel.app/en/pal/gorirat-terra/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gorirat-terra/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/grintale,pal,2,2
https://palworld-chi.vercel.app/en/pal/grintale/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/grintale/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/grizzbolt,pal,3,3
https://palworld-chi.vercel.app/en/pal/grizzbolt/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/grizzbolt/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/gumoss,pal,2,2
https://palworld-chi.vercel.app/en/pal/gumoss/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/gumoss/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/hangyu,pal,2,2
https://palworld-chi.vercel.app/en/pal/hangyu/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/hangyu/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/hangyu-cryst,pal,2,2
https://palworld-chi.vercel.app/en/pal/hangyu-cryst/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/hangyu-cryst/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/hartalis,pal,2,2
https://palworld-chi.vercel.app/en/pal/hartalis/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/hartalis/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/helzephyr,pal,2,2
https://palworld-chi.vercel.app/en/pal/helzephyr/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/helzephyr/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/helzephyr-lux,pal,2,2
https://palworld-chi.vercel.app/en/pal/helzephyr-lux/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/helzephyr-lux/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/herbil,pal,2,2
https://palworld-chi.vercel.app/en/pal/herbil/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/herbil/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/hoocrates,pal,2,2
https://palworld-chi.vercel.app/en/pal/hoocrates/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/hoocrates/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/hoodle,pal,2,2
https://palworld-chi.vercel.app/en/pal/hoodle/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/hoodle/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/icelyn,pal,2,2
https://palworld-chi.vercel.app/en/pal/icelyn/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/icelyn/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/incineram,pal,2,2
https://palworld-chi.vercel.app/en/pal/incineram/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/incineram/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/incineram-noct,pal,2,2
https://palworld-chi.vercel.app/en/pal/incineram-noct/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/incineram-noct/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/jelliette,pal,2,2
https://palworld-chi.vercel.app/en/pal/jelliette/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/jelliette/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/jellroy,pal,2,2
https://palworld-chi.vercel.app/en/pal/jellroy/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/jellroy/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/jetragon,pal,3,3
https://palworld-chi.vercel.app/en/pal/jetragon/breeding,pal-breeding,3,2
https://palworld-chi.vercel.app/en/pal/jetragon/location,pal-location,3,2
https://palworld-chi.vercel.app/en/pal/jolthog,pal,2,2
https://palworld-chi.vercel.app/en/pal/jolthog/breeding,pal-breeding,3,2
