url,type,indexable,canonical,hreflang_count,in_sitemap,inlinks,inlink_source_pages
https://palworld-chi.vercel.app/en/guide/server,guide,yes,https://palworld-chi.vercel.app/en/guide/server,7,yes,7,6
https://palworld-chi.vercel.app/en/guide/tcg,guide,yes,https://palworld-chi.vercel.app/en/guide/tcg,7,yes,2789,2785
https://palworld-chi.vercel.app/en/guide/terraria,guide,yes,https://palworld-chi.vercel.app/en/guide/terraria,7,yes,10,7
https://palworld-chi.vercel.app/en/guide/updates,guide,yes,https://palworld-chi.vercel.app/en/guide/updates,7,yes,6,6
https://palworld-chi.vercel.app/en/guide/wiki,guide,yes,https://palworld-chi.vercel.app/en/guide/wiki,7,yes,2,2
https://palworld-chi.vercel.app/en/guide/world-tree,guide,yes,https://palworld-chi.vercel.app/en/guide/world-tree,7,yes,2789,2785
https://palworld-chi.vercel.app/en/pal/aegidron,pal,yes,https://palworld-chi.vercel.app/en/pal/aegidron,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/aegidron/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/aegidron/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/aegidron/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/aegidron/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/amione,pal,yes,https://palworld-chi.vercel.app/en/pal/amione,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/amione/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/amione/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/amione/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/amione/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/anubis,pal,yes,https://palworld-chi.vercel.app/en/pal/anubis,7,yes,3,3
https://palworld-chi.vercel.app/en/pal/anubis/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/anubis/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/anubis/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/anubis/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/arsox,pal,yes,https://palworld-chi.vercel.app/en/pal/arsox,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/arsox/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/arsox/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/arsox/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/arsox/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/astegon,pal,yes,https://palworld-chi.vercel.app/en/pal/astegon,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/astegon/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/astegon/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/astegon/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/astegon/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/astralym,pal,yes,https://palworld-chi.vercel.app/en/pal/astralym,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/astralym/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/astralym/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/astralym/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/astralym/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/azurmane,pal,yes,https://palworld-chi.vercel.app/en/pal/azurmane,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/azurmane/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/azurmane/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/azurmane/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/azurmane/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/azurobe,pal,yes,https://palworld-chi.vercel.app/en/pal/azurobe,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/azurobe/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/azurobe/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/azurobe/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/azurobe/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/azurobe-cryst,pal,yes,https://palworld-chi.vercel.app/en/pal/azurobe-cryst,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/azurobe-cryst/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/azurobe-cryst/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/azurobe-cryst/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/azurobe-cryst/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bakemi,pal,yes,https://palworld-chi.vercel.app/en/pal/bakemi,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/bakemi/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bakemi/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bakemi/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bakemi/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bastigor,pal,yes,https://palworld-chi.vercel.app/en/pal/bastigor,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/bastigor/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bastigor/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bastigor/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bastigor/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/beakon,pal,yes,https://palworld-chi.vercel.app/en/pal/beakon,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/beakon/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/beakon/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/beakon/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/beakon/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/beakon-cryst,pal,yes,https://palworld-chi.vercel.app/en/pal/beakon-cryst,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/beakon-cryst/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/beakon-cryst/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/beakon-cryst/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/beakon-cryst/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/beegarde,pal,yes,https://palworld-chi.vercel.app/en/pal/beegarde,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/beegarde/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/beegarde/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/beegarde/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/beegarde/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir,pal,yes,https://palworld-chi.vercel.app/en/pal/bellanoir,7,yes,3,3
https://palworld-chi.vercel.app/en/pal/bellanoir/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bellanoir/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bellanoir/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir-libero,pal,yes,https://palworld-chi.vercel.app/en/pal/bellanoir-libero,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/bellanoir-libero/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bellanoir-libero/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bellanoir-libero/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bellanoir-libero/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazamut,pal,yes,https://palworld-chi.vercel.app/en/pal/blazamut,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/blazamut/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/blazamut/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazamut/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/blazamut/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazamut-ryu,pal,yes,https://palworld-chi.vercel.app/en/pal/blazamut-ryu,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/blazamut-ryu/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/blazamut-ryu/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazamut-ryu/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/blazamut-ryu/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl,pal,yes,https://palworld-chi.vercel.app/en/pal/blazehowl,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/blazehowl/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/blazehowl/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/blazehowl/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl-noct,pal,yes,https://palworld-chi.vercel.app/en/pal/blazehowl-noct,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/blazehowl-noct/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/blazehowl-noct/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/blazehowl-noct/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/blazehowl-noct/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/braloha,pal,yes,https://palworld-chi.vercel.app/en/pal/braloha,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/braloha/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/braloha/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/braloha/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/braloha/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bristla,pal,yes,https://palworld-chi.vercel.app/en/pal/bristla,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/bristla/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bristla/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bristla/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bristla/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/broncherry,pal,yes,https://palworld-chi.vercel.app/en/pal/broncherry,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/broncherry/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/broncherry/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/broncherry/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/broncherry/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/broncherry-aqua,pal,yes,https://palworld-chi.vercel.app/en/pal/broncherry-aqua,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/broncherry-aqua/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/broncherry-aqua/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/broncherry-aqua/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/broncherry-aqua/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bulldosu,pal,yes,https://palworld-chi.vercel.app/en/pal/bulldosu,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/bulldosu/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bulldosu/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bulldosu/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bulldosu/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bushi,pal,yes,https://palworld-chi.vercel.app/en/pal/bushi,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/bushi/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bushi/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bushi/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bushi/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bushi-noct,pal,yes,https://palworld-chi.vercel.app/en/pal/bushi-noct,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/bushi-noct/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/bushi-noct/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/bushi-noct/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/bushi-noct/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/caprity,pal,yes,https://palworld-chi.vercel.app/en/pal/caprity,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/caprity/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/caprity/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/caprity/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/caprity/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/caprity-noct,pal,yes,https://palworld-chi.vercel.app/en/pal/caprity-noct,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/caprity-noct/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/caprity-noct/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/caprity-noct/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/caprity-noct/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/carnibora,pal,yes,https://palworld-chi.vercel.app/en/pal/carnibora,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/carnibora/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/carnibora/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/carnibora/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/carnibora/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cattiva,pal,yes,https://palworld-chi.vercel.app/en/pal/cattiva,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/cattiva/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/cattiva/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cattiva/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/cattiva/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cawgnito,pal,yes,https://palworld-chi.vercel.app/en/pal/cawgnito,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/cawgnito/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/cawgnito/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cawgnito/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/cawgnito/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celaray,pal,yes,https://palworld-chi.vercel.app/en/pal/celaray,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/celaray/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/celaray/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celaray/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/celaray/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celaray-lux,pal,yes,https://palworld-chi.vercel.app/en/pal/celaray-lux,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/celaray-lux/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/celaray-lux/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celaray-lux/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/celaray-lux/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celesdir,pal,yes,https://palworld-chi.vercel.app/en/pal/celesdir,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/celesdir/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/celesdir/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celesdir/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/celesdir/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celesdir-noct,pal,yes,https://palworld-chi.vercel.app/en/pal/celesdir-noct,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/celesdir-noct/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/celesdir-noct/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/celesdir-noct/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/celesdir-noct/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/chikipi,pal,yes,https://palworld-chi.vercel.app/en/pal/chikipi,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/chikipi/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/chikipi/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/chikipi/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/chikipi/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/chillet,pal,yes,https://palworld-chi.vercel.app/en/pal/chillet,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/chillet/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/chillet/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/chillet/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/chillet/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/chillet-ignis,pal,yes,https://palworld-chi.vercel.app/en/pal/chillet-ignis,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/chillet-ignis/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/chillet-ignis/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/chillet-ignis/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/chillet-ignis/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cinnamoth,pal,yes,https://palworld-chi.vercel.app/en/pal/cinnamoth,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/cinnamoth/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/cinnamoth/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cinnamoth/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/cinnamoth/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/clovee,pal,yes,https://palworld-chi.vercel.app/en/pal/clovee,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/clovee/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/clovee/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/clovee/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/clovee/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cremis,pal,yes,https://palworld-chi.vercel.app/en/pal/cremis,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/cremis/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/cremis/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cremis/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/cremis/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/croajiro,pal,yes,https://palworld-chi.vercel.app/en/pal/croajiro,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/croajiro/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/croajiro/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/croajiro/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/croajiro/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/croajiro-noct,pal,yes,https://palworld-chi.vercel.app/en/pal/croajiro-noct,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/croajiro-noct/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/croajiro-noct/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/croajiro-noct/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/croajiro-noct/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx,pal,yes,https://palworld-chi.vercel.app/en/pal/cryolinx,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/cryolinx/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/cryolinx/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/cryolinx/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx-terra,pal,yes,https://palworld-chi.vercel.app/en/pal/cryolinx-terra,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/cryolinx-terra/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/cryolinx-terra/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/cryolinx-terra/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/cryolinx-terra/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/daedream,pal,yes,https://palworld-chi.vercel.app/en/pal/daedream,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/daedream/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/daedream/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/daedream/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/daedream/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dandilord,pal,yes,https://palworld-chi.vercel.app/en/pal/dandilord,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/dandilord/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/dandilord/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dandilord/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/dandilord/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dazemu,pal,yes,https://palworld-chi.vercel.app/en/pal/dazemu,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/dazemu/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/dazemu/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dazemu/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/dazemu/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dazzi,pal,yes,https://palworld-chi.vercel.app/en/pal/dazzi,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/dazzi/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/dazzi/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dazzi/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/dazzi/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dazzi-noct,pal,yes,https://palworld-chi.vercel.app/en/pal/dazzi-noct,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/dazzi-noct/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/dazzi-noct/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dazzi-noct/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/dazzi-noct/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/depresso,pal,yes,https://palworld-chi.vercel.app/en/pal/depresso,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/depresso/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/depresso/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/depresso/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/depresso/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/digtoise,pal,yes,https://palworld-chi.vercel.app/en/pal/digtoise,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/digtoise/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/digtoise/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/digtoise/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/digtoise/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dinossom,pal,yes,https://palworld-chi.vercel.app/en/pal/dinossom,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/dinossom/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/dinossom/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dinossom/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/dinossom/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dinossom-lux,pal,yes,https://palworld-chi.vercel.app/en/pal/dinossom-lux,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/dinossom-lux/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/dinossom-lux/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dinossom-lux/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/dinossom-lux/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/direhowl,pal,yes,https://palworld-chi.vercel.app/en/pal/direhowl,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/direhowl/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/direhowl/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/direhowl/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/direhowl/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dogen,pal,yes,https://palworld-chi.vercel.app/en/pal/dogen,7,yes,2,2
https://palworld-chi.vercel.app/en/pal/dogen/breeding,pal-breeding,yes,https://palworld-chi.vercel.app/en/pal/dogen/breeding,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dogen/location,pal-location,yes,https://palworld-chi.vercel.app/en/pal/dogen/location,7,yes,3,2
https://palworld-chi.vercel.app/en/pal/dualith,pal,yes,https://palworld-chi.vercel.app/en/pal/dualith,7,yes,2,2
