page,query,clicks,impressions,ctr,position
https://palworld-chi.vercel.app/en/pal/blazamut/location,blazmut location,0,1,0,11
https://palworld-chi.vercel.app/en/pal/blazamut/location,palworld blazamut spawn,0,1,0,10
https://palworld-chi.vercel.app/en/pal/bushi,bushi palword,0,1,0,7
https://palworld-chi.vercel.app/en/pal/bushi,bushi palworld,0,5,0,27
https://palworld-chi.vercel.app/en/pal/bushi,pal bushi,0,1,0,11
https://palworld-chi.vercel.app/en/pal/bushi,palworld bushi,0,2,0,40
https://palworld-chi.vercel.app/en/pal/bushi-noct/location,palworld bushi noct,0,1,0,65
https://palworld-chi.vercel.app/en/pal/bushi-noct/location,where to find bushi,0,1,0,51
https://palworld-chi.vercel.app/en/pal/cinnamoth,cinamoth,0,1,0,9
https://palworld-chi.vercel.app/en/pal/cinnamoth,cineoth palworld,0,1,0,9
https://palworld-chi.vercel.app/en/pal/cinnamoth,palworld cinnamoth,0,1,0,27
https://palworld-chi.vercel.app/en/pal/cinnamoth,palworld cinnamoth condensed,0,1,0,9
https://palworld-chi.vercel.app/en/pal/dandilord,dandilord wiki,0,1,0,9
https://palworld-chi.vercel.app/en/pal/dandilord,what type is dandilord,0,1,0,10
https://palworld-chi.vercel.app/en/pal/dazzi-noct,dazzi noct,0,1,0,55
https://palworld-chi.vercel.app/en/pal/dinossom,dinossom,0,1,0,61
https://palworld-chi.vercel.app/en/pal/dogen,palworld dogen,0,1,0,69
https://palworld-chi.vercel.app/en/pal/dupin,doopin palworld,0,1,0,7
https://palworld-chi.vercel.app/en/pal/dupin,dupin palworld,0,3,0,15.7
https://palworld-chi.vercel.app/en/pal/dupin,palworld dupin work,0,1,0,9
https://palworld-chi.vercel.app/en/pal/dupin,palworld wiki dupin,0,2,0,7.5
https://palworld-chi.vercel.app/en/pal/eidrolon,eidrolo,0,1,0,11
https://palworld-chi.vercel.app/en/pal/eidrolon,eidrolon aqua palworld,0,1,0,10
https://palworld-chi.vercel.app/en/pal/eidrolon,eidrolon meteor rain,0,2,0,7
https://palworld-chi.vercel.app/en/pal/eidrolon,eidrolon type,0,3,0,7
https://palworld-chi.vercel.app/en/pal/eidrolon,eirdrolon,0,1,0,8
https://palworld-chi.vercel.app/en/pal/eidrolon,eldrolon,0,1,0,8
https://palworld-chi.vercel.app/en/pal/eidrolon,liberated pterosaur palworld,0,1,0,9
https://palworld-chi.vercel.app/en/pal/eikthyrdeer/location,eikthyrdeer where to find,0,1,0,6
https://palworld-chi.vercel.app/en/pal/eikthyrdeer/location,where to find eikthyrdeer,0,3,0,7.7
https://palworld-chi.vercel.app/en/pal/faleris,faleris,0,7,0,9.7
https://palworld-chi.vercel.app/en/pal/faleris,faleris palworld,0,1,0,52
https://palworld-chi.vercel.app/en/pal/fenglope,fenglope,0,1,0,65
https://palworld-chi.vercel.app/en/pal/flaracle,flarecle palworld,0,1,0,8
https://palworld-chi.vercel.app/en/pal/foxcicle/location,foxcicle,0,1,0,69
https://palworld-chi.vercel.app/en/pal/foxcicle/location,foxcicle boss location,0,2,0,10
https://palworld-chi.vercel.app/en/pal/foxcicle/location,foxcicle palworld boss location,0,1,0,11
https://palworld-chi.vercel.app/en/pal/foxcicle/location,foxicle location,0,1,0,9
https://palworld-chi.vercel.app/en/pal/foxcicle/location,foxicle spawn,0,1,0,10
https://palworld-chi.vercel.app/en/pal/foxcicle/location,palworld foxcicle,0,1,0,76
https://palworld-chi.vercel.app/en/pal/foxcicle/location,palworld foxcicle boss location,0,4,0,8
https://palworld-chi.vercel.app/en/pal/foxcicle/location,palworld foxcicle location,0,1,0,53
https://palworld-chi.vercel.app/en/pal/frostallion-noct,frostallion noct location,0,1,0,68
https://palworld-chi.vercel.app/en/pal/frostallion-noct/location,where does frostallion noct spawn,0,1,0,11
https://palworld-chi.vercel.app/en/pal/frostallion-noct/location,where to find frostallion noct,0,1,0,9
https://palworld-chi.vercel.app/en/pal/gildra,gildra palworld,0,1,0,28
https://palworld-chi.vercel.app/en/pal/gobfin,gobfin,0,1,0,11
https://palworld-chi.vercel.app/en/pal/gorirat,gorirat terra palworld,0,1,0,66
https://palworld-chi.vercel.app/en/pal/gorirat,palworld gorirat,0,1,0,59
https://palworld-chi.vercel.app/en/pal/hartalis,hartalis,0,1,0,34
https://palworld-chi.vercel.app/en/pal/hartalis,hartalis palworld,0,2,0,28
https://palworld-chi.vercel.app/en/pal/hartalis,palworld hartalis,0,1,0,28
https://palworld-chi.vercel.app/en/pal/hartalis,what kind of pal is hartalis,0,1,0,10
https://palworld-chi.vercel.app/en/pal/icelyn,icelyn,0,1,0,106
https://palworld-chi.vercel.app/en/pal/jetragon,jetragon palworld,0,1,0,33
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormentide location,0,1,0,10
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormuntide location,0,23,0,8.4
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormuntide location map,0,2,0,10
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormuntide location palworld,0,6,0,9.5
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormuntide palworld location,0,4,0,8
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormuntide spawn,0,7,0,11.7
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormuntide spawn location,0,1,0,9
https://palworld-chi.vercel.app/en/pal/jormuntide/location,jormuntidelocation,0,1,0,9
https://palworld-chi.vercel.app/en/pal/jormuntide/location,palworld jormuntide location,0,31,0,10.5
https://palworld-chi.vercel.app/en/pal/jormuntide/location,palworld jormuntide spawn,0,2,0,11
https://palworld-chi.vercel.app/en/pal/jormuntide/location,palworld jormuntide spawn location,0,2,0,10
https://palworld-chi.vercel.app/en/pal/katress-ignis/location,palworld katress ignis location,0,1,0,50
https://palworld-chi.vercel.app/en/pal/kikit,palworld kikit,0,2,0,58
https://palworld-chi.vercel.app/en/pal/kingpaca-cryst/location,kingpaca cryst location,0,2,0,8.5
https://palworld-chi.vercel.app/en/pal/kingpaca-cryst/location,kingpaca cryst location palworld,0,1,0,8
https://palworld-chi.vercel.app/en/pal/kingpaca-cryst/location,palworld kingpaca cryst location,0,1,0,8
https://palworld-chi.vercel.app/en/pal/kitsun-noct,kitsun noct cave entrance,0,2,0,46.5
https://palworld-chi.vercel.app/en/pal/kitsun-noct,kitsun noct palworld,0,2,0,50.5
https://palworld-chi.vercel.app/en/pal/kitsun-noct,palworld kitsun noct,0,1,0,52
https://palworld-chi.vercel.app/en/pal/knocklem,knocklem,0,1,0,64
https://palworld-chi.vercel.app/en/pal/knocklem,palworld knocklem,0,1,0,61
https://palworld-chi.vercel.app/en/pal/lapure,lapure build,0,1,0,6
https://palworld-chi.vercel.app/en/pal/lapure,long sleeved hurray palworld,0,1,0,9
https://palworld-chi.vercel.app/en/pal/loupmoon,loop moon palworld,0,1,0,11
https://palworld-chi.vercel.app/en/pal/lovander,lovander palworld,0,3,0,32.7
https://palworld-chi.vercel.app/en/pal/lovander,lovander palworld description,0,1,0,69
https://palworld-chi.vercel.app/en/pal/lovander,lovander sus,0,1,0,45
https://palworld-chi.vercel.app/en/pal/lovander,love lander palworld,0,1,0,10
https://palworld-chi.vercel.app/en/pal/lovander,palword lovander,0,1,0,9
https://palworld-chi.vercel.app/en/pal/lovander,palworld lovander,0,3,0,42.3
https://palworld-chi.vercel.app/en/pal/lullu/location,lullu palworld 1.0 location,0,2,0,8.5
https://palworld-chi.vercel.app/en/pal/lullu/location,스폰 위치,0,1,0,3
https://palworld-chi.vercel.app/en/pal/mammorest,palworld mammorest,0,4,0,45
https://palworld-chi.vercel.app/en/pal/mossanda/location,mossanda forest palworld,0,1,0,45
https://palworld-chi.vercel.app/en/pal/mossanda/location,mossanda location,0,1,0,50
https://palworld-chi.vercel.app/en/pal/mossanda/location,mossanda location palworld,0,1,0,50
https://palworld-chi.vercel.app/en/pal/mossanda/location,mossanda palworld location,0,1,0,46
https://palworld-chi.vercel.app/en/pal/mossanda/location,mossanda palworld location map,0,1,0,53
https://palworld-chi.vercel.app/en/pal/mossanda/location,palworld where to find mossanda,0,1,0,9
https://palworld-chi.vercel.app/en/pal/mossanda/location,where can i find mossanda in palworld,0,1,0,9
https://palworld-chi.vercel.app/en/pal/mossanda/location,where to catch mossanda palworld,0,1,0,10
https://palworld-chi.vercel.app/en/pal/mossanda/location,where to find mossanda,0,1,0,39
https://palworld-chi.vercel.app/en/pal/mossanda/location,where to find mossanda palworld,0,2,0,8.5
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptilius boss location,0,1,0,10
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptilius island,0,1,0,7
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptilius island palworld,0,2,0,7.5
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptilius location palworld,0,1,0,8
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptilius palworld location,0,17,0,10.2
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptilius spawn palworld,0,3,0,10
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptilius where to find,0,1,0,7
https://palworld-chi.vercel.app/en/pal/neptilius/location,neptillius location,0,2,0,8.5
https://palworld-chi.vercel.app/en/pal/neptilius/location,palworld neptilius island,0,1,0,10
https://palworld-chi.vercel.app/en/pal/neptilius/location,palworld neptilius location,0,14,0,8.1
https://palworld-chi.vercel.app/en/pal/neptilius/location,palworld neptilus location,0,1,0,6
https://palworld-chi.vercel.app/en/pal/neptilius/location,palworld where to get neptilius,0,4,0,8.2
https://palworld-chi.vercel.app/en/pal/neptilius/location,where can i find neptilius palworld,0,1,0,8
https://palworld-chi.vercel.app/en/pal/neptilius/location,where do i get neptilius,0,1,0,9
https://palworld-chi.vercel.app/en/pal/neptilius/location,where is neptilus,0,1,0,7
https://palworld-chi.vercel.app/en/pal/neptilius/location,where to find neptilius,0,2,0,9
https://palworld-chi.vercel.app/en/pal/neptilius/location,where to find neptilius palworld,0,8,0,7
https://palworld-chi.vercel.app/en/pal/neptilius/location,where to get neptilius,0,1,0,7
https://palworld-chi.vercel.app/en/pal/neptilius/location,where to get neptilius palworld,0,1,0,8
https://palworld-chi.vercel.app/en/pal/ophydia,palworld ophydia speed,0,1,0,11
https://palworld-chi.vercel.app/en/pal/paladius/location,where to find paladius,0,1,0,14
https://palworld-chi.vercel.app/en/pal/penking,palworld penking,0,3,0,38.7
https://palworld-chi.vercel.app/en/pal/penking,pengking,0,1,0,51
https://palworld-chi.vercel.app/en/pal/penking/location,alpha penking location,0,1,0,9
https://palworld-chi.vercel.app/en/pal/penking/location,palworld penking location,0,1,0,9
https://palworld-chi.vercel.app/en/pal/penking/location,palworld penking location map,0,5,0,10.6
https://palworld-chi.vercel.app/en/pal/penking/location,palworld where to find penking,0,2,0,10
https://palworld-chi.vercel.app/en/pal/penking/location,penking location,0,4,0,7.2
https://palworld-chi.vercel.app/en/pal/penking/location,penking location palworld,0,5,0,9.2
https://palworld-chi.vercel.app/en/pal/penking/location,where to catch penking,0,2,0,10
https://palworld-chi.vercel.app/en/pal/penking/location,where to find penking palworld,0,1,0,29
https://palworld-chi.vercel.app/en/pal/quivern,quivern world tree,0,1,0,11
https://palworld-chi.vercel.app/en/pal/ragnahawk,ragnahawk,0,3,0,46.3
https://palworld-chi.vercel.app/en/pal/rayhound,palworld rayhound,0,3,0,53.3
https://palworld-chi.vercel.app/en/pal/rayhound,rayhound,0,1,0,67
https://palworld-chi.vercel.app/en/pal/reindrix/location,palworld reindrix,0,1,0,61
https://palworld-chi.vercel.app/en/pal/relaxaurus-lux,palworld relaxaurus lux location,0,1,0,61
https://palworld-chi.vercel.app/en/pal/reptyro/location,palworld reptyro location,0,1,0,8
https://palworld-chi.vercel.app/en/pal/reptyro/location,reptyro location,0,3,0,8.3
https://palworld-chi.vercel.app/en/pal/reptyro/location,reptyro location palworld,0,2,0,9
https://palworld-chi.vercel.app/en/pal/reptyro/location,reptyro pal location,0,1,0,10
https://palworld-chi.vercel.app/en/pal/shadowbeak,palworld shadowbeak,0,3,0,26.7
https://palworld-chi.vercel.app/en/pal/shadowbeak,shadow beak,0,1,0,32
https://palworld-chi.vercel.app/en/pal/shadowbeak,shadowbeak,0,5,0,20.2
https://palworld-chi.vercel.app/en/pal/shadowbeak,shadowbeak palworld,0,1,0,34
https://palworld-chi.vercel.app/en/pal/sibelyx/location,palworld sibelyx location,0,1,0,55
https://palworld-chi.vercel.app/en/pal/skutlass,skutlass partner skill,0,1,0,10
https://palworld-chi.vercel.app/en/pal/solenne,solenne best moveset,0,1,0,11
https://palworld-chi.vercel.app/en/pal/tocotoco,palworld tocotoco,0,1,0,11
https://palworld-chi.vercel.app/en/pal/tocotoco,toca toca palworld,0,1,0,10
https://palworld-chi.vercel.app/en/pal/xenogard/location,palworld 1.0 xenogard location,0,1,0,6
https://palworld-chi.vercel.app/en/pal/xenogard/location,xenogard location palworld 1.0,0,1,0,10
https://palworld-chi.vercel.app/en/pal/xenogard/location,xenogard palworld location,0,1,0,46
https://palworld-chi.vercel.app/ja/guide/mobile,パルワールドスマホ版,0,1,0,60
https://palworld-chi.vercel.app/ja/guide/mods,palworld mod,0,2,0,74.5
https://palworld-chi.vercel.app/ja/guide/mods,パルワールド mod おすすめ,0,1,0,88
https://palworld-chi.vercel.app/ja/guide/mods,パルワールドmod,0,1,0,91
https://palworld-chi.vercel.app/ja/guide/server,パルワールド サーバー,0,1,0,99
https://palworld-chi.vercel.app/ja/guide/server,팰월드 dedicated server,0,1,0,91
https://palworld-chi.vercel.app/ja/guide/server,팰월드 전용서버 만들기,0,1,0,90
https://palworld-chi.vercel.app/ja/pal/broncherry-aqua,broncherry,0,1,0,9
https://palworld-chi.vercel.app/ja/pal/broncherry-aqua,palworld broncherry,0,1,0,10
https://palworld-chi.vercel.app/ja/pal/solmora-lux,solmora lux,0,1,0,19
https://palworld-chi.vercel.app/ru,пал вики,0,3,0,9
https://palworld-chi.vercel.app/ru/guide/wiki,pal wiki,0,1,0,6
https://palworld-chi.vercel.app/ru/guide/wiki,palwiki,0,1,0,55
https://palworld-chi.vercel.app/ru/guide/wiki,palworld wiki,0,1,0,86
https://palworld-chi.vercel.app/ru/guide/world-tree,как попасть в мировое древо palworld,0,2,0,26
https://palworld-chi.vercel.app/ru/pal/anubis,anubis palworld,0,3,0,46.3
https://palworld-chi.vercel.app/ru/pal/anubis,palworld anubis,0,1,0,50
https://palworld-chi.vercel.app/ru/pal/eikthyrdeer-terra/location,eikthyrdeer terra palworld 1.0 location,0,1,0,25
https://palworld-chi.vercel.app/ru/pal/faleris/location,фалерис палворлд,0,1,0,46
https://palworld-chi.vercel.app/ru/pal/incineram,incineram,0,2,0,41
https://palworld-chi.vercel.app/ru/pal/knocklem,кноклем палворлд,0,1,0,8
https://palworld-chi.vercel.app/ru/pal/lyleen/breeding,how to breed lyleen palworld,0,1,0,66
https://palworld-chi.vercel.app/ru/pal/lyleen/breeding,lyleen palworld breed,0,1,0,60
https://palworld-chi.vercel.app/zh-CN/pal/arsox/location,arsox location palworld,0,1,0,61
https://palworld-chi.vercel.app/zh-CN/pal/astralym/breeding,can you breed astralym palworld,0,2,0,10
https://palworld-chi.vercel.app/zh-CN/pal/astralym/breeding,how to breed astralym,0,2,0,10
https://palworld-chi.vercel.app/zh-CN/pal/astralym/breeding,palworld astralym züchten,0,1,0,11
https://palworld-chi.vercel.app/zh-CN/pal/bastigor/breeding,dogen,0,1,0,30
https://palworld-chi.vercel.app/zh-CN/pal/blazamut-ryu,블라자무트 류,0,1,0,23
https://palworld-chi.vercel.app/zh-CN/pal/digtoise/location,digtoise palworld location,0,1,0,67
https://palworld-chi.vercel.app/zh-CN/pal/felbat/location,felbat location palworld,0,1,0,59
https://palworld-chi.vercel.app/zh-CN/pal/felbat/location,felbat palworld location,0,1,0,58
https://palworld-chi.vercel.app/zh-CN/pal/petallia/location,palworld petallia location,0,1,0,37
https://palworld-chi.vercel.app/zh-TW/guide/base,pal building,0,1,0,4
https://palworld-chi.vercel.app/zh-TW/guide/base,palworld 基地,0,1,0,1
https://palworld-chi.vercel.app/zh-TW/guide/beginner,palworld guide,0,1,0,7
https://palworld-chi.vercel.app/zh-TW/guide/beginner,palworld 攻略,0,1,0,20
https://palworld-chi.vercel.app/zh-TW/guide/beginner,palworld攻略,0,1,0,15
https://palworld-chi.vercel.app/zh-TW/guide/fishing,palworld 釣魚,0,4,0,9.5
https://palworld-chi.vercel.app/zh-TW/guide/mobile,palworld mobile,0,16,0,6.8
https://palworld-chi.vercel.app/zh-TW/guide/passives,palworld 被動技能,0,2,0,6
https://palworld-chi.vercel.app/zh-TW/guide/ps5,pal world ps5,0,1,0,7
https://palworld-chi.vercel.app/zh-TW/guide/ps5,palworld ps5,0,5,0,7
https://palworld-chi.vercel.app/zh-TW/guide/ps5,幻獸帕魯 ps5,0,1,0,17
https://palworld-chi.vercel.app/zh-TW/guide/tcg,dawn of palpagos,0,1,0,2
https://palworld-chi.vercel.app/zh-TW/guide/tcg,palworld tcg,0,3,0,6.7
https://palworld-chi.vercel.app/zh-TW/guide/tcg,palworld 卡牌,0,1,0,8
https://palworld-chi.vercel.app/zh-TW/guide/tcg,palworld卡牌,0,1,0,9
https://palworld-chi.vercel.app/zh-TW/guide/wiki,pal wiki,0,2,0,6.5
https://palworld-chi.vercel.app/zh-TW/pal/foxparks-cryst,foxparks cryst,0,1,0,59
https://palworld-chi.vercel.app/zh-TW/pal/jormuntide-ignis/breeding,breed jormuntide ignis,0,1,0,56
https://palworld-chi.vercel.app/zh-TW/pal/jormuntide-ignis/breeding,how to breed a jormuntide ignis,0,1,0,57
https://palworld-chi.vercel.app/zh-TW/pal/jormuntide-ignis/breeding,how to breed jormuntide ignis,0,2,0,55.5
https://palworld-chi.vercel.app/zh-TW/pal/jormuntide-ignis/breeding,how to breed jormuntide ignis palworld,0,1,0,61
https://palworld-chi.vercel.app/zh-TW/pal/jormuntide-ignis/breeding,jormuntide ignis breeding,0,1,0,57
https://palworld-chi.vercel.app/zh-TW/pal/jormuntide-ignis/breeding,palworld jormuntide ignis breed,0,1,0,59
